Date,Open,High,Low,Close,Adj Close,Volume,Sentiment
2015/1/2,14.858,14.883333,14.217333,14.620667,14.620667,71466000,
2015/1/5,14.303333,14.433333,13.810667,14.006,14.006,80527500,
2015/1/6,14.004,14.28,13.614,14.085333,14.085333,93928500,
2015/1/7,14.223333,14.318667,13.985333,14.063333,14.063333,44526000,
2015/1/8,14.187333,14.253333,14.000667,14.041333,14.041333,51637500,
2015/1/9,13.928,13.998667,13.664,13.777333,13.777333,70024500,
2015/1/12,13.536667,13.631333,13.283333,13.480667,13.480667,89254500,
2015/1/13,13.554667,13.840667,13.394,13.616667,13.616667,67159500,
2015/1/14,12.388667,13.013333,12.333333,12.846,12.846,173278500,
2015/1/15,12.966,13.05,12.666667,12.791333,12.791333,78247500,
2015/1/16,12.713333,12.966,12.643333,12.871333,12.871333,54048000,
2015/1/20,12.924667,12.941333,12.469333,12.795333,12.795333,67548000,
2015/1/21,12.636667,13.245333,12.634,13.104667,13.104667,62295000,
2015/1/22,13.133333,13.549333,13.013333,13.441333,13.441333,61753500,
2015/1/23,13.352667,13.566667,13.222,13.419333,13.419333,51579000,
2015/1/26,13.455333,13.908,13.403333,13.77,13.77,48517500,
2015/1/27,13.628,13.868667,13.553333,13.732,13.732,41715000,
2015/1/28,13.740667,13.758,13.228,13.291333,13.291333,47244000,
2015/1/29,13.404667,13.732,13.1,13.68,13.68,53221500,
2015/1/30,13.597333,13.831333,13.533333,13.573333,13.573333,45105000,
2015/2/2,13.598,14.13,13.553333,14.062667,14.062667,62238000,
2015/2/3,14.214667,14.691333,14.084667,14.557333,14.557333,72393000,
2015/2/4,14.552667,14.765333,14.453333,14.57,14.57,49581000,
2015/2/5,14.658667,15.032,14.642667,14.732667,14.732667,52843500,
2015/2/6,14.8,14.893333,14.433333,14.490667,14.490667,48658500,
2015/2/9,14.358667,14.528667,14.132667,14.498667,14.498667,52086000,
2015/2/10,14.503333,14.7,14.333333,14.419333,14.419333,80857500,
2015/2/11,14.147333,14.316,13.818667,14.186667,14.186667,146536500,
2015/2/12,12.904667,13.539333,12.885333,13.525333,13.525333,234744000,
2015/2/13,13.526667,13.732667,13.394,13.584667,13.584667,92865000,
2015/2/17,13.713333,13.713333,13.433333,13.623333,13.623333,59694000,
2015/2/18,13.611333,13.744667,13.506667,13.630667,13.630667,40704000,
2015/2/19,13.666667,14.162667,13.583333,14.114,14.114,77311500,
2015/2/20,14.052,14.506667,13.987333,14.474,14.474,89731500,
2015/2/23,14.377333,14.546667,13.755333,13.822667,13.822667,127497000,
2015/2/24,13.819333,13.819333,13.446667,13.607333,13.607333,99054000,
2015/2/25,13.662667,13.809333,13.505333,13.584,13.584,58642500,
2015/2/26,13.6,14.072667,13.481333,13.812667,13.812667,97093500,
2015/2/27,13.793333,13.903333,13.52,13.556,13.556,58231500,
2015/3/2,13.513333,13.556,13.055333,13.155333,13.155333,118831500,
2015/3/3,13.120667,13.349333,13.021333,13.304,13.304,66484500,
2015/3/4,13.283333,13.501333,13.147333,13.496,13.496,63330000,
2015/3/5,13.523333,13.746,13.343333,13.375333,13.375333,73155000,
2015/3/6,13.280667,13.383333,12.81,12.925333,12.925333,100686000,
2015/3/9,12.959333,12.966,12.55,12.725333,12.725333,101050500,
2015/3/10,12.564,12.9,12.506667,12.688,12.688,83695500,
2015/3/11,12.743333,13.078667,12.734,12.916,12.916,74623500,
2015/3/12,12.916667,12.963333,12.65,12.738,12.738,62239500,
2015/3/13,12.596667,12.783333,12.488,12.578667,12.578667,81514500,
2015/3/16,12.8,13.060667,12.653333,13.046667,13.046667,84432000,
2015/3/17,13.028667,13.247333,12.929333,12.982,12.982,73411500,
2015/3/18,12.997333,13.392,12.874,13.380667,13.380667,72313500,
2015/3/19,13.466667,13.639333,12.968667,13.043333,13.043333,127128000,
2015/3/20,13.163333,13.266,13.041333,13.205333,13.205333,64042500,
2015/3/23,13.233333,13.366667,13.164667,13.308667,13.308667,39474000,
2015/3/24,13.438667,13.586,13.316667,13.448,13.448,54748500,
2015/3/25,13.218,13.239333,12.846667,12.953333,12.953333,85956000,
2015/3/26,12.928,12.986,12.646667,12.694,12.694,61920000,
2015/3/27,12.604667,12.619333,12.093333,12.333333,12.333333,129073500,
2015/3/30,12.39,12.816667,12.12,12.704667,12.704667,151342500,
2015/3/31,12.902,12.917333,12.560667,12.584667,12.584667,75399000,
2015/4/1,12.58,12.82,12.403333,12.506,12.506,56919000,
2015/4/2,12.682,12.882,12.666667,12.733333,12.733333,75156000,
2015/4/6,13.2,13.85,13.166667,13.54,13.54,186837000,
2015/4/7,13.500667,13.670667,13.409333,13.55,13.55,65218500,
2015/4/8,13.88,14.06,13.724667,13.844667,13.844667,94546500,
2015/4/9,13.895333,14.024667,13.741333,14.006,14.006,57003000,
2015/4/10,13.99,14.11,13.933333,14.06,14.06,61015500,
2015/4/13,14.029333,14.2,13.936667,13.985333,13.985333,56373000,
2015/4/14,13.904667,13.966,13.7,13.830667,13.830667,45390000,
2015/4/15,13.830667,13.972667,13.773333,13.855333,13.855333,29286000,
2015/4/16,13.846667,13.944667,13.752667,13.78,13.78,24886500,
2015/4/17,13.666,13.792,13.566667,13.786,13.786,37048500,
2015/4/20,13.785333,13.856667,13.59,13.684667,13.684667,38389500,
2015/4/21,13.72,14.05,13.620667,13.960667,13.960667,51487500,
2015/4/22,14.166667,14.792,14.112667,14.629333,14.629333,117945000,
2015/4/23,14.551333,14.765333,14.476667,14.573333,14.573333,66168000,
2015/4/24,14.7,14.72,14.534,14.562,14.562,36417000,
2015/4/27,14.837333,15.916667,14.8,15.436667,15.436667,175089000,
2015/4/28,15.65,15.7,15.202,15.365333,15.365333,91281000,
2015/4/29,15.336667,15.664667,15.175333,15.496667,15.496667,59041500,
2015/4/30,15.359333,15.526,15.011333,15.07,15.07,58678500,
2015/5/1,15.329333,15.451333,14.694,15.068667,15.068667,79225500,
2015/5/4,15.212,15.648667,15.140667,15.367333,15.367333,66519000,
2015/5/5,15.850667,15.966667,15.275333,15.53,15.53,86953500,
2015/5/6,15.606667,15.631333,15.213333,15.362,15.362,79063500,
2015/5/7,14.733333,15.832,14.683333,15.786667,15.786667,141838500,
2015/5/8,15.732667,15.894,15.58,15.774,15.774,70023000,
2015/5/11,15.752667,16.191999,15.687333,15.966,15.966,85084500,
2015/5/12,16.007334,16.423332,15.879333,16.316,16.316,95451000,
2015/5/13,16.507334,16.553333,16.15,16.212,16.212,81603000,
2015/5/14,16.321333,16.326,16.083332,16.273333,16.273333,43438500,
2015/5/15,16.261999,16.626667,16.166668,16.589333,16.589333,67914000,
2015/5/18,16.466667,16.66,16.4,16.583332,16.583332,50298000,
2015/5/19,16.562,16.733334,16.41,16.476,16.476,55113000,
2015/5/20,16.475332,16.516001,16.091333,16.290001,16.290001,56334000,
2015/5/21,16.202,16.441334,16.157333,16.374666,16.374666,29559000,
2015/5/22,16.358667,16.573334,16.334,16.515333,16.515333,33346500,
2015/5/26,16.511999,16.799999,16.433332,16.497334,16.497334,52480500,
2015/5/27,16.567333,16.633333,16.370001,16.495333,16.495333,51123000,
2015/5/28,16.468666,16.786667,16.336666,16.763332,16.763332,54709500,
2015/5/29,16.733334,16.858,16.628668,16.719999,16.719999,56839500,
2015/6/1,16.760668,16.773333,16.497999,16.629999,16.629999,37576500,
2015/6/2,16.594667,16.626667,16.42,16.556667,16.556667,32022000,
2015/6/3,16.546667,16.714666,16.467333,16.599333,16.599333,26722500,
2015/6/4,16.5,16.620001,16.380667,16.394667,16.394667,36804000,
2015/6/5,16.4,16.646667,16.378668,16.609333,16.609333,45330000,
2015/6/8,16.723333,17.25,16.687332,17.086,17.086,75255000,
2015/6/9,17.026667,17.182667,16.942667,17.066668,17.066668,39166500,
2015/6/10,16.793333,16.933332,16.566668,16.713333,16.713333,51817500,
2015/6/11,16.884001,16.958,16.695333,16.760668,16.760668,30661500,
2015/6/12,16.680668,16.897333,16.680668,16.712667,16.712667,21334500,
2015/6/15,16.646667,16.752001,16.400667,16.691999,16.691999,32793000,
2015/6/16,16.675333,16.896,16.606667,16.874666,16.874666,29770500,
2015/6/17,16.811333,17.624001,16.801332,17.360666,17.360666,82693500,
2015/6/18,17.466667,17.563999,17.334667,17.459333,17.459333,41740500,
2015/6/19,17.493334,17.586666,17.34,17.500668,17.500668,36945000,
2015/6/22,17.476667,17.626667,17.046,17.319332,17.319332,68416500,
2015/6/23,17.354668,17.866667,17.238001,17.844667,17.844667,58062000,
2015/6/24,17.798668,17.823334,17.581333,17.677999,17.677999,36184500,
2015/6/25,17.763332,18.094,17.683332,17.919333,17.919333,42738000,
2015/6/26,17.926001,17.940666,17.733334,17.806,17.806,57576000,
2015/6/29,17.463333,17.73,17.379999,17.468,17.468,52183500,
2015/6/30,17.653334,18.061333,17.6,17.884001,17.884001,46303500,
2015/7/1,18.073999,18.174667,17.856667,17.943333,17.943333,31518000,
2015/7/2,18.68,18.83,18.220667,18.667999,18.667999,107458500,
2015/7/6,18.591999,18.779333,18.42,18.648001,18.648001,61828500,
2015/7/7,18.333332,18.346666,17.384666,17.858667,17.858667,91576500,
2015/7/8,17.288,17.386667,16.954,16.997334,16.997334,93316500,
2015/7/9,17.271999,17.530001,17.119333,17.194668,17.194668,50011500,
2015/7/10,17.481333,17.533333,17.188,17.276667,17.276667,39163500,
2015/7/13,17.483334,17.503332,17.07,17.477333,17.477333,44404500,
2015/7/14,17.473333,17.732668,17.367332,17.709999,17.709999,28614000,
2015/7/15,17.782667,17.832666,17.472,17.542667,17.542667,30324000,
2015/7/16,17.614668,17.813334,17.544001,17.778667,17.778667,24240000,
2015/7/17,18.166668,18.369333,17.883333,18.310667,18.310667,75061500,
2015/7/20,18.333332,19.110001,18.169333,18.817333,18.817333,74677500,
2015/7/21,18.003332,18.233334,17.77,17.784666,17.784666,91630500,
2015/7/22,17.417999,17.962667,17.390667,17.858,17.858,46575000,
2015/7/23,17.976667,17.993334,17.684668,17.813334,17.813334,33408000,
2015/7/24,17.825333,18.072666,17.594667,17.694,17.694,42547500,
2015/7/27,17.495333,17.628668,16.719334,16.867332,16.867332,70413000,
2015/7/28,17.049999,17.693333,16.789333,17.654667,17.654667,58437000,
2015/7/29,17.618,17.859333,17.466667,17.587999,17.587999,41851500,
2015/7/30,17.512667,17.796,17.474001,17.785999,17.785999,30519000,
2015/7/31,17.84,17.957333,17.674667,17.743334,17.743334,33339000,
2015/8/3,17.752666,17.780666,17.138,17.332666,17.332666,38302500,
2015/8/4,17.334,17.781334,17.222668,17.752001,17.752001,35287500,
2015/8/5,17.572001,18.066668,17.360001,18.008667,18.008667,93214500,
2015/8/6,16.636,17,15.741333,16.408667,16.408667,219357000,
2015/8/7,16.238667,16.248667,15.892667,16.167334,16.167334,76101000,
2015/8/10,15.876667,16.198,15.736667,16.076,16.076,62788500,
2015/8/11,15.81,15.953333,15.629333,15.824667,15.824667,63973500,
2015/8/12,15.666667,15.984667,15.516,15.878,15.878,55920000,
2015/8/13,15.990667,16.431999,15.941333,16.167334,16.167334,70338000,
2015/8/14,16.482668,16.528667,16.118,16.209999,16.209999,65472000,
2015/8/17,17.037333,17.106001,16.700666,16.999332,16.999332,107650500,
2015/8/18,17.025333,17.396667,16.903999,17.381332,17.381332,62925000,
2015/8/19,17.355333,17.376667,17.001333,17.016666,17.016666,54064500,
2015/8/20,16.804001,16.970667,16.126667,16.145332,16.145332,73587000,
2015/8/21,15.733333,16.253332,15.367333,15.384667,15.384667,98853000,
2015/8/24,13.519333,15.426667,13,14.591333,14.591333,143724000,
2015/8/25,15.368,15.393333,14.608,14.668667,14.668667,64909500,
2015/8/26,15.195333,15.2,14.367333,14.989333,14.989333,74445000,
2015/8/27,15.4,16.316668,15.387333,16.199333,16.199333,114840000,
2015/8/28,16.124001,16.763332,16.104668,16.565332,16.565332,82705500,
2015/8/31,16.374666,16.996668,16.367332,16.604,16.604,70503000,
2015/9/1,16.022667,16.4,15.798,15.908667,15.908667,81822000,
2015/9/2,16.353333,16.525333,15.985333,16.512667,16.512667,69438000,
2015/9/3,16.804001,16.805332,16.333332,16.371332,16.371332,62922000,
2015/9/4,16.059334,16.272667,15.88,16.128668,16.128668,55338000,
2015/9/8,16.336666,16.610666,16.27,16.544666,16.544666,47073000,
2015/9/9,16.803333,16.950001,16.553333,16.594,16.594,50862000,
2015/9/10,16.482,16.714666,16.355333,16.565332,16.565332,40635000,
2015/9/11,16.509333,16.682667,16.315332,16.682667,16.682667,35262000,
2015/9/14,16.74,16.950001,16.644667,16.879333,16.879333,43363500,
2015/9/15,16.85,16.973333,16.633333,16.904667,16.904667,44002500,
2015/9/16,16.869333,17.525333,16.858667,17.483334,17.483334,66256500,
2015/9/17,17.597334,17.700001,17.379333,17.471333,17.471333,53787000,
2015/9/18,17.197332,17.587999,17.166668,17.374666,17.374666,56446500,
2015/9/21,17.598667,18.104668,17.053333,17.613333,17.613333,91803000,
2015/9/22,17.268667,17.51,17.058001,17.396,17.396,54966000,
2015/9/23,17.463333,17.472,17.172001,17.403999,17.403999,39012000,
2015/9/24,17.302,17.563334,17.080667,17.541332,17.541332,51723000,
2015/9/25,17.774,17.794001,17.076668,17.127333,17.127333,56601000,
2015/9/28,17.156668,17.319332,16.440666,16.562,16.562,73516500,
2015/9/29,16.697332,16.982,16.364,16.443333,16.443333,55548000,
2015/9/30,16.799999,16.826668,16.156,16.559999,16.559999,73944000,
2015/10/1,16.500668,16.566668,15.808667,15.992,15.992,68595000,
2015/10/2,15.706667,16.513332,15.662,16.504667,16.504667,66360000,
2015/10/5,16.589333,16.656,16.275333,16.41,16.41,55348500,
2015/10/6,16,16.202,15.705333,16.097334,16.097334,78378000,
2015/10/7,15.775333,15.846667,15.274667,15.464,15.464,102210000,
2015/10/8,15.338667,15.381333,14.754,15.114667,15.114667,91998000,
2015/10/9,14.728667,14.958,14.557333,14.712667,14.712667,92376000,
2015/10/12,14.866,14.866667,14.351333,14.372,14.372,57544500,
2015/10/13,14.218667,14.834667,14.075333,14.616667,14.616667,77572500,
2015/10/14,14.711333,14.73,14.362,14.458667,14.458667,46566000,
2015/10/15,14.428667,14.782,14.246667,14.754,14.754,42663000,
2015/10/16,14.869333,15.365333,14.858,15.134,15.134,65017500,
2015/10/19,15.1,15.41,14.996,15.206667,15.206667,37618500,
2015/10/20,15.181333,15.24,13.466667,14.202,14.202,223500000,
2015/10/21,14.132667,14.320667,13.92,14.006,14.006,62272500,
2015/10/22,14.104,14.383333,13.96,14.114667,14.114667,42378000,
2015/10/23,14.333333,14.356667,13.846,13.939333,13.939333,63532500,
2015/10/26,14.092,14.392,14,14.350667,14.350667,50871000,
2015/10/27,14.322667,14.473333,13.834,14.023333,14.023333,52791000,
2015/10/28,14.087333,14.23,13.886667,14.197333,14.197333,40929000,
2015/10/29,14.116667,14.25,14.042667,14.108667,14.108667,27075000,
2015/10/30,14.026667,14.108667,13.592667,13.795333,13.795333,66583500,
2015/11/2,13.928,14.386667,13.814667,14.252667,14.252667,58918500,
2015/11/3,14.256667,14.296,13.85,13.89,13.89,124987500,
2015/11/4,15.133333,15.516,15.013333,15.442,15.442,190896000,
2015/11/5,15.372,15.638667,15.279333,15.451333,15.451333,67452000,
2015/11/6,15.38,15.557333,15.3,15.490667,15.490667,36679500,
2015/11/9,15.532667,15.532667,14.954,15.022,15.022,57763500,
2015/11/10,14.898667,14.913333,14.405333,14.433333,14.433333,69255000,
2015/11/11,14.518,14.632,14.242,14.605333,14.605333,50217000,
2015/11/12,14.523333,14.6,14.177333,14.196,14.196,43738500,
2015/11/13,14.196667,14.199333,13.768,13.812667,13.812667,51454500,
2015/11/16,13.739333,14.332,13.72,14.287333,14.287333,43881000,
2015/11/17,14.346667,14.4,14.093333,14.266667,14.266667,32230500,
2015/11/18,14.3,14.758667,14.168,14.738,14.738,42178500,
2015/11/19,14.702667,15.079333,14.686667,14.786667,14.786667,37566000,
2015/11/20,14.899333,15,14.238667,14.667333,14.667333,66010500,
2015/11/23,14.49,14.612,14.312,14.516667,14.516667,37893000,
2015/11/24,14.358,14.733333,14.333333,14.55,14.55,37204500,
2015/11/25,14.756,15.388667,14.692,15.309333,15.309333,59862000,
2015/11/27,15.404,15.483333,15.134,15.440667,15.440667,29241000,
2015/11/30,15.452667,15.618667,15.272,15.350667,15.350667,39897000,
2015/12/1,15.404,15.866667,15.403333,15.812667,15.812667,56010000,
2015/12/2,15.8,15.906667,15.415333,15.466,15.466,44722500,
2015/12/3,15.698667,15.83,15.333333,15.514,15.514,44094000,
2015/12/4,15.497333,15.551333,15.177333,15.358667,15.358667,38604000,
2015/12/7,15.18,15.708667,15.076667,15.408667,15.408667,47163000,
2015/12/8,15.168,15.253333,14.946667,15.114667,15.114667,40314000,
2015/12/9,15.113333,15.166667,14.714667,14.968,14.968,45867000,
2015/12/10,14.980667,15.232667,14.909333,15.138,15.138,31075500,
2015/12/11,15.016,15.05,14.442667,14.468,14.468,49030500,
2015/12/14,14.500667,14.728,14.324667,14.572,14.572,42406500,
2015/12/15,14.788,14.814667,14.533333,14.739333,14.739333,33666000,
2015/12/16,14.806667,15.658667,14.715333,15.634,15.634,76564500,
2015/12/17,15.596,15.850667,15.320667,15.559333,15.559333,49479000,
2015/12/18,15.526,15.726667,15.286,15.364,15.364,45213000,
2015/12/21,15.446,15.722,15.405333,15.504,15.504,29298000,
2015/12/22,15.666,15.77,15.308667,15.33,15.33,29422500,
2015/12/23,15.478667,15.563333,15.208667,15.313333,15.313333,23325000,
2015/12/24,15.370667,15.458667,15.218667,15.371333,15.371333,10620000,
2015/12/28,15.432667,15.465333,15.036,15.263333,15.263333,28519500,
2015/12/29,15.337333,15.848,15.303333,15.812667,15.812667,36094500,
2015/12/30,15.773333,16.242001,15.711333,15.872667,15.872667,55468500,
2015/12/31,15.900667,16.23,15.891333,16.000668,16.000668,40725000,
2016/1/4,15.381333,15.425333,14.6,14.894,14.894,102406500,
2016/1/5,15.090667,15.126,14.666667,14.895333,14.895333,47802000,
2016/1/6,14.666667,14.67,14.398667,14.602667,14.602667,56686500,
2016/1/7,14.279333,14.562667,14.244667,14.376667,14.376667,53314500,
2016/1/8,14.524,14.696,14.051333,14.066667,14.066667,54421500,
2016/1/11,14.267333,14.296667,13.533333,13.856667,13.856667,61371000,
2016/1/12,14.106667,14.249333,13.687333,13.998,13.998,46378500,
2016/1/13,14.134,14.176667,13.333333,13.354,13.354,61896000,
2016/1/14,13.480667,14,12.892,13.745333,13.745333,97360500,
2016/1/15,13.264667,13.671333,13.15,13.666,13.666,83679000,
2016/1/19,13.914,14.031333,13.385333,13.648,13.648,60580500,
2016/1/20,13.293333,13.418667,12.75,13.246667,13.246667,87579000,
2016/1/21,13.436667,13.548667,13.001333,13.331333,13.331333,47493000,
2016/1/22,13.653333,13.7,13.268667,13.503333,13.503333,46861500,
2016/1/25,13.337333,13.571333,13.058667,13.092,13.092,40480500,
2016/1/26,13.113333,13.188,12.592,12.904,12.904,74463000,
2016/1/27,12.825333,12.884,12.384667,12.538,12.538,54258000,
2016/1/28,12.719333,12.752,12.160667,12.646667,12.646667,68892000,
2016/1/29,12.663333,12.916,12.538667,12.746667,12.746667,42784500,
2016/2/1,12.584,13.301333,12.183333,13.129333,13.129333,79464000,
2016/2/2,12.828,12.874667,12.015333,12.185333,12.185333,86604000,
2016/2/3,12.239333,12.262667,11.345333,11.565333,11.565333,118971000,
2016/2/4,11.38,11.732,11.132667,11.688667,11.688667,65781000,
2016/2/5,11.42,11.533333,10.516,10.84,10.84,141564000,
2016/2/8,10.473333,10.476667,9.733333,9.866,9.866,139695000,
2016/2/9,9.488,10.652667,9.403333,9.883333,9.883333,129774000,
2016/2/10,10.033333,10.331333,9.449333,9.578,9.578,156097500,
2016/2/11,10.133333,10.884,9.8,10.031333,10.031333,213786000,
2016/2/12,10.333333,10.467333,9.58,10.069333,10.069333,108537000,
2016/2/16,10.58,10.863333,10.274,10.344667,10.344667,83907000,
2016/2/17,10.6,11.289333,10.445333,11.245333,11.245333,87378000,
2016/2/18,11.494667,11.53,10.984667,11.118,11.118,58314000,
2016/2/19,10.910667,11.166,10.833333,11.105333,11.105333,44391000,
2016/2/22,11.341333,11.927333,11.323333,11.849333,11.849333,75901500,
2016/2/23,11.744,12.115333,11.578667,11.814,11.814,89766000,
2016/2/24,11.516667,11.966667,11.189333,11.933333,11.933333,80934000,
2016/2/25,11.91,12.568,11.68,12.495333,12.495333,86260500,
2016/2/26,12.58,12.8,12.333333,12.689333,12.689333,90976500,
2016/2/29,12.826667,13.09,12.614667,12.795333,12.795333,67485000,
2016/3/1,12.95,13.063333,12.18,12.423333,12.423333,100683000,
2016/3/2,12.248667,12.568,12.1,12.556,12.556,72936000,
2016/3/3,12.552,13.161333,12.281333,13.049333,13.049333,72435000,
2016/3/4,13.2,13.602,13.166667,13.402667,13.402667,97336500,
2016/3/7,13.178667,13.98,13.16,13.686,13.686,79941000,
2016/3/8,13.566667,13.833333,13.48,13.506667,13.506667,62680500,
2016/3/9,13.634667,13.958,13.519333,13.914667,13.914667,48129000,
2016/3/10,14,14.219333,13.378,13.678667,13.678667,77887500,
2016/3/11,13.862,13.961333,13.688667,13.833333,13.833333,50146500,
2016/3/14,14.176667,14.448,14.042667,14.343333,14.343333,60985500,
2016/3/15,14.284667,14.598,14.1,14.556,14.556,47707500,
2016/3/16,14.533333,14.838667,14.468,14.795333,14.795333,52750500,
2016/3/17,14.764667,15.233333,14.666667,15.092,15.092,56743500,
2016/3/18,15.273333,15.632,15.204,15.516,15.516,70677000,
2016/3/21,15.689333,15.992,15.666667,15.888,15.888,79617000,
2016/3/22,15.814,15.932667,15.504,15.616,15.616,64740000,
2016/3/23,15.491333,15.648667,14.802,14.838667,14.838667,74232000,
2016/3/24,14.385333,15.259333,14.333333,15.183333,15.183333,74413500,
2016/3/28,15.440667,15.654,15,15.350667,15.350667,58885500,
2016/3/29,15.326,15.492,15.022,15.342,15.342,60214500,
2016/3/30,15.672667,15.7,15.1,15.126,15.126,60495000,
2016/3/31,15.289333,15.828,15.000667,15.318,15.318,120193500,
2016/4/1,16.322001,16.526667,15.55,15.839333,15.839333,239962500,
2016/4/4,16.608,16.808001,16.242666,16.466,16.466,202129500,
2016/4/5,16.033333,17.104,16,17.031334,17.031334,149230500,
2016/4/6,16.931334,17.849333,16.896667,17.694668,17.694668,175582500,
2016/4/7,17.763332,17.955999,16.967333,17.146667,17.146667,132843000,
2016/4/8,17.366667,17.388,16.534666,16.671333,16.671333,110458500,
2016/4/11,16.733334,17.266001,16.353333,16.661333,16.661333,137425500,
2016/4/12,16.633333,16.786667,16.242001,16.521334,16.521334,86448000,
2016/4/13,16.567333,17.033333,16.488667,16.968666,16.968666,73884000,
2016/4/14,16.866667,17.122667,16.736668,16.790667,16.790667,61983000,
2016/4/15,16.754,16.973333,16.608,16.967333,16.967333,56286000,
2016/4/18,16.815332,17.220667,16.777332,16.925333,16.925333,64071000,
2016/4/19,16.874666,16.958,16.083332,16.491333,16.491333,95362500,
2016/4/20,16.417334,16.910667,16.1,16.664667,16.664667,77911500,
2016/4/21,16.599333,16.726667,16.460667,16.552668,16.552668,41746500,
2016/4/22,16.592667,16.933332,16.380667,16.916668,16.916668,56794500,
2016/4/25,16.867332,17.158667,16.717333,16.788,16.788,55054500,
2016/4/26,16.803333,17.048668,16.625999,16.916,16.916,48357000,
2016/4/27,16.85,17,16.626667,16.764668,16.764668,48087000,
2016/4/28,16.656668,16.895332,16.496,16.514,16.514,37785000,
2016/4/29,16.542667,16.562,15.854,16.050667,16.050667,81207000,
2016/5/2,16.1,16.212667,15.654667,16.120001,16.120001,57658500,
2016/5/3,15.824,15.927333,15.441333,15.488,15.488,64533000,
2016/5/4,15.352667,15.630667,14.693333,14.837333,14.837333,130507500,
2016/5/5,15.230667,15.242667,13.986,14.102,14.102,168822000,
2016/5/6,14.058,14.424667,13.874,14.328667,14.328667,85278000,
2016/5/9,14.381333,14.41,13.786667,13.928,13.928,71646000,
2016/5/10,13.836667,13.964667,13.666667,13.912667,13.912667,61059000,
2016/5/11,13.839333,14.365333,13.736667,13.930667,13.930667,77428500,
2016/5/12,14.096,14.111333,13.577333,13.818667,13.818667,54757500,
2016/5/13,13.852,14.08,13.78,13.840667,13.840667,42342000,
2016/5/16,13.876667,14.21,13.861333,13.886,13.886,44241000,
2016/5/17,13.936667,13.988,13.601333,13.644,13.644,42654000,
2016/5/18,13.943333,14.354,13.85,14.078,14.078,84262500,
2016/5/19,14.241333,14.452667,13.82,14.347333,14.347333,102994500,
2016/5/20,14.466,14.703333,14.423333,14.685333,14.685333,135106500,
2016/5/23,14.658,14.84,14.390667,14.414667,14.414667,76537500,
2016/5/24,14.44,14.582667,14.345333,14.527333,14.527333,45207000,
2016/5/25,14.527333,14.757333,14.434,14.638667,14.638667,46902000,
2016/5/26,14.7,15.017333,14.603333,15.008,15.008,61086000,
2016/5/27,14.999333,15.062,14.716667,14.869333,14.869333,54754500,
2016/5/31,14.869333,14.983333,14.766667,14.882,14.882,41835000,
2016/6/1,14.765333,14.826667,14.459333,14.637333,14.637333,44740500,
2016/6/2,14.639333,14.660667,14.474,14.597333,14.597333,30492000,
2016/6/3,14.666667,14.796,14.534,14.599333,14.599333,33435000,
2016/6/6,14.533333,14.726667,14.363333,14.712,14.712,33742500,
2016/6/7,14.816,15.629333,14.768,15.489333,15.489333,93204000,
